iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbclassifier__colsample_bytree,param_xgbclassifier__gamma,param_xgbclassifier__learning_rate,param_xgbclassifier__max_depth,param_xgbclassifier__min_child_weight,param_xgbclassifier__reg_alpha,param_xgbclassifier__reg_lambda,param_xgbclassifier__subsample,param_xgbclassifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,30,13.931264495849609,0.07689605920444288,0.044183778762817386,0.011347799499275424,0.8254985105545571,0.9857594905979652,0.041698878674094615,6,1,0.0008241273679679661,0.00367571619381086,0.8683026737537921,30,"{'xgbclassifier__colsample_bytree': 0.8254985105545571, 'xgbclassifier__gamma': 0.9857594905979652, 'xgbclassifier__learning_rate': 0.041698878674094615, 'xgbclassifier__max_depth': 6, 'xgbclassifier__min_child_weight': 1, 'xgbclassifier__reg_alpha': 0.0008241273679679661, 'xgbclassifier__reg_lambda': 0.00367571619381086, 'xgbclassifier__subsample': 0.8683026737537921, 'xgbclassifier__n_estimators': 30}",0.2677476764880364,0.44711842938568713,0.35349233390119256,0.3242174629324547,0.3209137884144683,0.3426979382243679,0.05908261476390286,31,0.4682770937118151,0.4522028262676642,0.4531079607415486,0.46831053746869583,0.4660684240044868,0.4615933684388421,0.007348511300580133
0,30,14.693015146255494,0.19194031156277896,0.041104364395141604,0.002901109911410852,0.8242693827704201,4.967296086862152,0.011100718833576858,8,3,0.012067555884753091,2.4512083583939346e-05,0.451820286046719,30,"{'xgbclassifier__colsample_bytree': 0.8242693827704201, 'xgbclassifier__gamma': 4.967296086862152, 'xgbclassifier__learning_rate': 0.011100718833576858, 'xgbclassifier__max_depth': 8, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__reg_alpha': 0.012067555884753091, 'xgbclassifier__reg_lambda': 2.4512083583939346e-05, 'xgbclassifier__subsample': 0.451820286046719, 'xgbclassifier__n_estimators': 30}",0.269245953414923,0.45824983299933203,0.34394299287410923,0.3170563961485557,0.3287909538996811,0.3434572258673202,0.06260510350446069,30,0.5200279692338428,0.5125667920047496,0.5151724819610557,0.5371823031063696,0.516456199661927,0.520281149193589,0.008785819601210061
0,30,19.778352165222167,0.07660426450828119,0.0740851879119873,0.021020595058639364,0.6087597013747874,5.224697726218966,0.37071191716175195,11,1,1.0285295934895559e-05,0.00013764522551016205,0.940317590896349,30,"{'xgbclassifier__colsample_bytree': 0.6087597013747874, 'xgbclassifier__gamma': 5.224697726218966, 'xgbclassifier__learning_rate': 0.37071191716175195, 'xgbclassifier__max_depth': 11, 'xgbclassifier__min_child_weight': 1, 'xgbclassifier__reg_alpha': 1.0285295934895559e-05, 'xgbclassifier__reg_lambda': 0.00013764522551016205, 'xgbclassifier__subsample': 0.940317590896349, 'xgbclassifier__n_estimators': 30}",0.2906735751295337,0.24468085106382978,0.1869688385269122,0.2485493230174081,0.33963963963963956,0.2621024454754647,0.05091283512409957,69,0.9418163837151805,0.9435270805812418,0.9438573315719947,0.9482587064676616,0.9455928559616339,0.9446104716595425,0.002182777120688679
0,30,13.096256256103516,0.3652751870370296,0.04645862579345703,0.007155467785300402,0.8872773158505862,3.8085334322208566,0.05751371645336163,6,2,0.0002442894545958133,0.03088652331769118,0.685224595121682,30,"{'xgbclassifier__colsample_bytree': 0.8872773158505862, 'xgbclassifier__gamma': 3.8085334322208566, 'xgbclassifier__learning_rate': 0.05751371645336163, 'xgbclassifier__max_depth': 6, 'xgbclassifier__min_child_weight': 2, 'xgbclassifier__reg_alpha': 0.0002442894545958133, 'xgbclassifier__reg_lambda': 0.03088652331769118, 'xgbclassifier__subsample': 0.685224595121682, 'xgbclassifier__n_estimators': 30}",0.2600981502453756,0.4401294498381877,0.34168564920273353,0.3163841807909604,0.31942598990167415,0.3355446839957863,0.05881292602361566,45,0.47666316693710037,0.4638006930785802,0.46356275303643724,0.47846889952153115,0.4753127057274523,0.47156164366022024,0.006511847588085796
0,30,8.046664190292358,0.0980366546921592,0.04961161613464356,0.017503362924714286,0.5914561647437566,0.01278519593864047,0.018095249760916057,5,1,7.334970080651783e-05,0.00029496197779972037,0.6165929632880168,30,"{'xgbclassifier__colsample_bytree': 0.5914561647437566, 'xgbclassifier__gamma': 0.01278519593864047, 'xgbclassifier__learning_rate': 0.018095249760916057, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 1, 'xgbclassifier__reg_alpha': 7.334970080651783e-05, 'xgbclassifier__reg_lambda': 0.00029496197779972037, 'xgbclassifier__subsample': 0.6165929632880168, 'xgbclassifier__n_estimators': 30}",0.3190153227832203,0.4551971326164874,0.3868281604844815,0.31661442006269597,0.3154590635626472,0.3586228199019065,0.05535107670144346,1,0.42338927991337305,0.4106477373558119,0.40623654061504005,0.4286245353159851,0.426640050812086,0.4191076288024592,0.008976370107914099
0,30,8.142135667800904,0.1085272108417674,0.040340423583984375,0.01217971136983752,0.6951348279458687,0.569503851735583,0.42336828726429043,5,3,1.620356230289195e-05,0.008624947483164986,0.4679484099235677,30,"{'xgbclassifier__colsample_bytree': 0.6951348279458687, 'xgbclassifier__gamma': 0.569503851735583, 'xgbclassifier__learning_rate': 0.42336828726429043, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__reg_alpha': 1.620356230289195e-05, 'xgbclassifier__reg_lambda': 0.008624947483164986, 'xgbclassifier__subsample': 0.4679484099235677, 'xgbclassifier__n_estimators': 30}",0.2577828397873956,0.41911764705882354,0.33241303147432355,0.2932885906040269,0.31617076326002586,0.32375457443691913,0.05386472803922649,59,0.540954378605139,0.5181325978138727,0.5188774480113063,0.5388557682250811,0.5188669598118417,0.5271374304934481,0.01044933013931056
0,30,17.12937421798706,0.14162064651723624,0.046535825729370116,0.008681245790008367,0.8429283524946708,2.342350813754506,0.0719915774025535,9,3,4.01525379834828e-05,0.007941526241803089,0.4851996369935711,30,"{'xgbclassifier__colsample_bytree': 0.8429283524946708, 'xgbclassifier__gamma': 2.342350813754506, 'xgbclassifier__learning_rate': 0.0719915774025535, 'xgbclassifier__max_depth': 9, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__reg_alpha': 4.01525379834828e-05, 'xgbclassifier__reg_lambda': 0.007941526241803089, 'xgbclassifier__subsample': 0.4851996369935711, 'xgbclassifier__n_estimators': 30}",0.2757753562447611,0.40731901352426414,0.34146341463414637,0.29508196721311475,0.32873274780426603,0.3296744998841105,0.045321731891066634,52,0.6411271541686073,0.6332990515369672,0.6461466713303019,0.6830109646421092,0.6511463844797178,0.6509460452315408,0.017082506786924304
0,30,5.440684986114502,0.13475362683455303,0.039318275451660153,0.01993566656943479,0.7746792847496546,1.3961996708632256,0.05104943361980665,3,3,0.02617951257627122,1.1540016477209555e-05,0.5094008024584658,30,"{'xgbclassifier__colsample_bytree': 0.7746792847496546, 'xgbclassifier__gamma': 1.3961996708632256, 'xgbclassifier__learning_rate': 0.05104943361980665, 'xgbclassifier__max_depth': 3, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__reg_alpha': 0.02617951257627122, 'xgbclassifier__reg_lambda': 1.1540016477209555e-05, 'xgbclassifier__subsample': 0.5094008024584658, 'xgbclassifier__n_estimators': 30}",0.29689298043728424,0.4052287581699346,0.40042598509052185,0.32242275925359437,0.30724018167245526,0.3464421329247581,0.0467738504041344,16,0.38802622498274675,0.3768510638297872,0.37281681979968545,0.3884904825143869,0.39350052984811024,0.3839370241949433,0.007781850245499628
0,30,9.890554428100586,0.24059218716040973,0.04525179862976074,0.005364892356671251,0.5092560903776973,4.010359767021996,0.4748248684864404,7,2,0.0018685686835695425,1.534430219942796e-05,0.8692093870463193,30,"{'xgbclassifier__colsample_bytree': 0.5092560903776973, 'xgbclassifier__gamma': 4.010359767021996, 'xgbclassifier__learning_rate': 0.4748248684864404, 'xgbclassifier__max_depth': 7, 'xgbclassifier__min_child_weight': 2, 'xgbclassifier__reg_alpha': 0.0018685686835695425, 'xgbclassifier__reg_lambda': 1.534430219942796e-05, 'xgbclassifier__subsample': 0.8692093870463193, 'xgbclassifier__n_estimators': 30}",0.2824043715846994,0.35655058043117743,0.2542635658914728,0.2867215041128085,0.3184176394293126,0.2996715322898941,0.03496965579295133,65,0.7335685352149484,0.6663441770468013,0.708959939340326,0.7057331303906645,0.707735297853423,0.7044682159692327,0.0215996311789605
0,30,8.372452354431152,0.17107975509926882,0.034214210510253903,0.0036344835225772597,0.9523618712832905,4.767376391688529,0.011329244650005182,3,3,0.008149119038522525,0.0007894557613212727,0.9948259346972181,30,"{'xgbclassifier__colsample_bytree': 0.9523618712832905, 'xgbclassifier__gamma': 4.767376391688529, 'xgbclassifier__learning_rate': 0.011329244650005182, 'xgbclassifier__max_depth': 3, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__reg_alpha': 0.008149119038522525, 'xgbclassifier__reg_lambda': 0.0007894557613212727, 'xgbclassifier__subsample': 0.9948259346972181, 'xgbclassifier__n_estimators': 30}",0.3388535031847134,0.38857142857142857,0.39691444600280495,0.3173164097914778,0.29948828440614056,0.3482288143913131,0.038514749709417984,10,0.3683977705034062,0.3577181765340862,0.346483704974271,0.3746735116635143,0.3701914783508712,0.3634929284052298,0.010164594731471412
0,30,20.707027101516722,0.11256716056196793,0.052893781661987306,0.003711023729052473,0.6501535153543702,2.4746974820670937,0.016402104915914435,11,3,0.000112810800336613,2.3481090181539927e-05,0.9515428094924852,30,"{'xgbclassifier__colsample_bytree': 0.6501535153543702, 'xgbclassifier__gamma': 2.4746974820670937, 'xgbclassifier__learning_rate': 0.016402104915914435, 'xgbclassifier__max_depth': 11, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__reg_alpha': 0.000112810800336613, 'xgbclassifier__reg_lambda': 2.3481090181539927e-05, 'xgbclassifier__subsample': 0.9515428094924852, 'xgbclassifier__n_estimators': 30}",0.3227438852965982,0.39464882943143814,0.31908831908831914,0.2923138191955396,0.3462664714494876,0.33501226489227653,0.0343814468807064,46,0.6895958727429062,0.6893084845512505,0.7270144628099173,0.7583423035522066,0.7230034834214939,0.717452921415555,0.025931825508799574
0,30,8.138542079925537,0.20004181516293396,0.030580949783325196,0.002371174189708106,0.7278895012233179,2.8757821193155073,0.010144996973888125,4,2,0.013072035046317295,3.169018868736829e-05,0.9922176876574167,30,"{'xgbclassifier__colsample_bytree': 0.7278895012233179, 'xgbclassifier__gamma': 2.8757821193155073, 'xgbclassifier__learning_rate': 0.010144996973888125, 'xgbclassifier__max_depth': 4, 'xgbclassifier__min_child_weight': 2, 'xgbclassifier__reg_alpha': 0.013072035046317295, 'xgbclassifier__reg_lambda': 3.169018868736829e-05, 'xgbclassifier__subsample': 0.9922176876574167, 'xgbclassifier__n_estimators': 30}",0.30429386944651277,0.42087729039422545,0.38552540013917885,0.322700526478786,0.2954779033915724,0.3457749979700551,0.04899665658225576,21,0.4006800286327845,0.3844488700320374,0.37531465692245225,0.40102031520451853,0.38378333746181165,0.38904944165072086,0.01015986014930643
0,30,13.606762742996215,0.17453526909199762,0.04495687484741211,0.005093884631392765,0.5925215658609305,5.637702253783703,0.031912102669759565,9,3,0.0011843813474577765,1.9411649867673436e-05,0.7261079269448363,30,"{'xgbclassifier__colsample_bytree': 0.5925215658609305, 'xgbclassifier__gamma': 5.637702253783703, 'xgbclassifier__learning_rate': 0.031912102669759565, 'xgbclassifier__max_depth': 9, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__reg_alpha': 0.0011843813474577765, 'xgbclassifier__reg_lambda': 1.9411649867673436e-05, 'xgbclassifier__subsample': 0.7261079269448363, 'xgbclassifier__n_estimators': 30}",0.32484588582149554,0.4304381245196003,0.3427518427518428,0.3042998897464168,0.33971742543171113,0.3484106336542133,0.04321378972010314,9,0.5989422653151167,0.5958241758241759,0.6173992256889091,0.6410743998098407,0.6186605609616486,0.6143801255199383,0.01626451456441754
0,30,12.310488557815551,0.5376857043588091,0.04185633659362793,0.014028751282529757,0.8688261208949433,4.1873569419007755,0.23528040066053366,5,3,9.001112616229124e-05,0.00012900705617546984,0.9311323802469925,30,"{'xgbclassifier__colsample_bytree': 0.8688261208949433, 'xgbclassifier__gamma': 4.1873569419007755, 'xgbclassifier__learning_rate': 0.23528040066053366, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__reg_alpha': 9.001112616229124e-05, 'xgbclassifier__reg_lambda': 0.00012900705617546984, 'xgbclassifier__subsample': 0.9311323802469925, 'xgbclassifier__n_estimators': 30}",0.2536139066788655,0.4570655848546315,0.33610822060353795,0.302416721097322,0.32034853921066125,0.3339105944890037,0.06752086002171484,48,0.5037593984962406,0.48148504376262385,0.48534921702372946,0.5068931068931068,0.4910879516898802,0.4937149435731162,0.010010114680855643
0,30,22.277994632720947,0.09060903176945155,0.06073803901672363,0.009159874102106225,0.6795297735586336,2.767078989722375,0.06805130500981214,11,2,2.2647504780394772e-05,1.1608945305565467e-05,0.7327180185246633,30,"{'xgbclassifier__colsample_bytree': 0.6795297735586336, 'xgbclassifier__gamma': 2.767078989722375, 'xgbclassifier__learning_rate': 0.06805130500981214, 'xgbclassifier__max_depth': 11, 'xgbclassifier__min_child_weight': 2, 'xgbclassifier__reg_alpha': 2.2647504780394772e-05, 'xgbclassifier__reg_lambda': 1.1608945305565467e-05, 'xgbclassifier__subsample': 0.7327180185246633, 'xgbclassifier__n_estimators': 30}",0.3154840411500923,0.34200743494423785,0.2593800978792822,0.278083933870284,0.35569183595247217,0.3101294687592737,0.03666938894735627,63,0.7636802575107295,0.7788264259335248,0.8077796706416809,0.8284591881274552,0.801295592170117,0.7960082268767016,0.022626974579621446
0,30,9.240742206573486,0.09931170792948528,0.03722333908081055,0.004284011968673173,0.5227483452477455,0.1483288404944163,0.15705564897194157,6,1,0.004399693100174773,0.0002691684481522174,0.6229109064837899,30,"{'xgbclassifier__colsample_bytree': 0.5227483452477455, 'xgbclassifier__gamma': 0.1483288404944163, 'xgbclassifier__learning_rate': 0.15705564897194157, 'xgbclassifier__max_depth': 6, 'xgbclassifier__min_child_weight': 1, 'xgbclassifier__reg_alpha': 0.004399693100174773, 'xgbclassifier__reg_lambda': 0.0002691684481522174, 'xgbclassifier__subsample': 0.6229109064837899, 'xgbclassifier__n_estimators': 30}",0.28054679284963197,0.4455239417071478,0.3221476510067114,0.3145762711864407,0.32010582010582006,0.33658009537115036,0.056519656970918604,43,0.5267956640664574,0.5124378109452736,0.5184144505770195,0.5274974253347064,0.5210712481051035,0.5212433198057121,0.005576942869208602
0,30,22.33582196235657,0.09716984686732659,0.04723515510559082,0.0059091440803360415,0.8073591097327554,1.1635898465920427,0.13067473893283987,10,3,0.00014356040633150513,1.195726811513744e-05,0.7870693407738952,30,"{'xgbclassifier__colsample_bytree': 0.8073591097327554, 'xgbclassifier__gamma': 1.1635898465920427, 'xgbclassifier__learning_rate': 0.13067473893283987, 'xgbclassifier__max_depth': 10, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__reg_alpha': 0.00014356040633150513, 'xgbclassifier__reg_lambda': 1.195726811513744e-05, 'xgbclassifier__subsample': 0.7870693407738952, 'xgbclassifier__n_estimators': 30}",0.2875729026469268,0.32504780114722753,0.24623115577889448,0.2774914089347079,0.33032355154251314,0.29333336401005394,0.03123090768002462,67,0.7823213548120611,0.7949254147497562,0.8042986425339367,0.8320186970493718,0.7980364656381487,0.802320114956655,0.016485763553119096
0,30,10.495457220077515,0.30226835724024703,0.03834843635559082,0.0014594757205367264,0.6188173487535069,0.3512480488601699,0.08915312804593035,7,3,6.958844834290097e-05,0.005565108200678302,0.49659951186705703,30,"{'xgbclassifier__colsample_bytree': 0.6188173487535069, 'xgbclassifier__gamma': 0.3512480488601699, 'xgbclassifier__learning_rate': 0.08915312804593035, 'xgbclassifier__max_depth': 7, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__reg_alpha': 6.958844834290097e-05, 'xgbclassifier__reg_lambda': 0.005565108200678302, 'xgbclassifier__subsample': 0.49659951186705703, 'xgbclassifier__n_estimators': 30}",0.288257000217061,0.44225352112676053,0.3387180823345493,0.31797713889851054,0.3251287922152261,0.3424669069584215,0.05255567524944371,32,0.5462106248050732,0.526874043855176,0.5317589576547231,0.5562913907284768,0.534953155564707,0.5392176345216313,0.010645157923066343
0,30,7.865802240371704,0.2802843882242039,0.03472957611083984,0.00593682998578483,0.7809946823047109,1.7889338296428459,0.09066578630092473,4,2,0.0002677974811228078,0.0034794337781392255,0.6231284224169764,30,"{'xgbclassifier__colsample_bytree': 0.7809946823047109, 'xgbclassifier__gamma': 1.7889338296428459, 'xgbclassifier__learning_rate': 0.09066578630092473, 'xgbclassifier__max_depth': 4, 'xgbclassifier__min_child_weight': 2, 'xgbclassifier__reg_alpha': 0.0002677974811228078, 'xgbclassifier__reg_lambda': 0.0034794337781392255, 'xgbclassifier__subsample': 0.6231284224169764, 'xgbclassifier__n_estimators': 30}",0.27471425706837777,0.45357142857142857,0.3805970149253731,0.32765151515151514,0.30972078593588415,0.34925100033051576,0.06237022700865811,3,0.424595005817596,0.4102786700234395,0.40186757215619695,0.4196363636363636,0.42158247968915574,0.41559201826455033,0.00836526428702525
0,30,12.358913230895997,0.024261957797394915,0.0411719799041748,0.0070818134374165415,0.6288135659467576,2.1539676264664305,0.2180400639720146,7,1,0.0009115319236011505,0.00045716378231242113,0.8940793721177458,30,"{'xgbclassifier__colsample_bytree': 0.6288135659467576, 'xgbclassifier__gamma': 2.1539676264664305, 'xgbclassifier__learning_rate': 0.2180400639720146, 'xgbclassifier__max_depth': 7, 'xgbclassifier__min_child_weight': 1, 'xgbclassifier__reg_alpha': 0.0009115319236011505, 'xgbclassifier__reg_lambda': 0.00045716378231242113, 'xgbclassifier__subsample': 0.8940793721177458, 'xgbclassifier__n_estimators': 30}",0.2823884457857297,0.387987012987013,0.2942675159235669,0.29017047515415306,0.32234871180347513,0.31543243233078755,0.038704075520941614,62,0.6240274599542334,0.6147048827461199,0.6220758573699751,0.6402346041055719,0.6282758620689655,0.6258637332489732,0.008421165506673933
