mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lgbmclassifier__boosting_type,param_lgbmclassifier__colsample_bytree,param_lgbmclassifier__learning_rate,param_lgbmclassifier__max_depth,param_lgbmclassifier__min_child_samples,param_lgbmclassifier__min_child_weight,param_lgbmclassifier__min_split_gain,param_lgbmclassifier__n_estimators,param_lgbmclassifier__num_leaves,param_lgbmclassifier__reg_alpha,param_lgbmclassifier__reg_lambda,param_lgbmclassifier__scale_pos_weight,param_lgbmclassifier__subsample,param_lgbmclassifier__subsample_freq,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
5.194333791732788,1.3157335320587855,0.1396656036376953,0.03926395384829534,dart,0.6861621313115772,0.14292022182281078,5,121,1.8571191185416964,0.10658492290797528,152,624,4.124844664107485,1.941202812112309,1.1772271491295014,0.9109086439095277,5,"{'lgbmclassifier__boosting_type': 'dart', 'lgbmclassifier__colsample_bytree': 0.6861621313115772, 'lgbmclassifier__learning_rate': 0.14292022182281078, 'lgbmclassifier__max_depth': 5, 'lgbmclassifier__min_child_samples': 121, 'lgbmclassifier__min_child_weight': 1.8571191185416964, 'lgbmclassifier__min_split_gain': 0.10658492290797528, 'lgbmclassifier__n_estimators': 152, 'lgbmclassifier__num_leaves': 624, 'lgbmclassifier__reg_alpha': 4.124844664107485, 'lgbmclassifier__reg_lambda': 1.941202812112309, 'lgbmclassifier__scale_pos_weight': 1.1772271491295014, 'lgbmclassifier__subsample': 0.9109086439095277, 'lgbmclassifier__subsample_freq': 5}",0.619072988811934,0.9979206777050443,0.98976474182707,0.9037656903765691,0.8436401510220023,0.8708328499485241,0.13820503131417738,146
1.585415744781494,0.38194546039643396,0.1028604507446289,0.02857640384184042,gbdt,0.9544686413636803,0.20332197415874728,10,93,1.529625158080547,0.0964308160637446,69,80,1.8444551318768476,2.5544438224473014,0.7970344656083123,0.6451469627909315,9,"{'lgbmclassifier__boosting_type': 'gbdt', 'lgbmclassifier__colsample_bytree': 0.9544686413636803, 'lgbmclassifier__learning_rate': 0.20332197415874728, 'lgbmclassifier__max_depth': 10, 'lgbmclassifier__min_child_samples': 93, 'lgbmclassifier__min_child_weight': 1.529625158080547, 'lgbmclassifier__min_split_gain': 0.0964308160637446, 'lgbmclassifier__n_estimators': 69, 'lgbmclassifier__num_leaves': 80, 'lgbmclassifier__reg_alpha': 1.8444551318768476, 'lgbmclassifier__reg_lambda': 2.5544438224473014, 'lgbmclassifier__scale_pos_weight': 0.7970344656083123, 'lgbmclassifier__subsample': 0.6451469627909315, 'lgbmclassifier__subsample_freq': 9}",0.619072988811934,0.9956204379562044,0.987200975163797,0.9071183593476587,0.8412852969814995,0.8700596116522188,0.13761047704138415,159
5.1599009990692135,1.3347105524785878,0.1480720043182373,0.041596848194904015,dart,0.6951920837598727,0.04079355179695908,25,208,7.6723965251058175,0.6921164015028354,150,511,5.179091532037766,5.1256504806274705,1.6195035908664512,0.5771605887764031,2,"{'lgbmclassifier__boosting_type': 'dart', 'lgbmclassifier__colsample_bytree': 0.6951920837598727, 'lgbmclassifier__learning_rate': 0.04079355179695908, 'lgbmclassifier__max_depth': 25, 'lgbmclassifier__min_child_samples': 208, 'lgbmclassifier__min_child_weight': 7.6723965251058175, 'lgbmclassifier__min_split_gain': 0.6921164015028354, 'lgbmclassifier__n_estimators': 150, 'lgbmclassifier__num_leaves': 511, 'lgbmclassifier__reg_alpha': 5.179091532037766, 'lgbmclassifier__reg_lambda': 5.1256504806274705, 'lgbmclassifier__scale_pos_weight': 1.6195035908664512, 'lgbmclassifier__subsample': 0.5771605887764031, 'lgbmclassifier__subsample_freq': 2}",0.619007031749414,0.9965392601707298,0.9842764906950247,0.9218950064020486,0.8634819108534879,0.8770399399741409,0.13751839455342577,89
9.289657163619996,2.648510928316189,0.2324577808380127,0.08380840671946162,dart,0.7959519809601887,0.11007141912182512,5,161,7.529828011604219,0.5782735148615787,223,419,7.649984132148043,6.975749485888052,1.8550922447313942,0.9215633904148106,2,"{'lgbmclassifier__boosting_type': 'dart', 'lgbmclassifier__colsample_bytree': 0.7959519809601887, 'lgbmclassifier__learning_rate': 0.11007141912182512, 'lgbmclassifier__max_depth': 5, 'lgbmclassifier__min_child_samples': 161, 'lgbmclassifier__min_child_weight': 7.529828011604219, 'lgbmclassifier__min_split_gain': 0.5782735148615787, 'lgbmclassifier__n_estimators': 223, 'lgbmclassifier__num_leaves': 419, 'lgbmclassifier__reg_alpha': 7.649984132148043, 'lgbmclassifier__reg_lambda': 6.975749485888052, 'lgbmclassifier__scale_pos_weight': 1.8550922447313942, 'lgbmclassifier__subsample': 0.9215633904148106, 'lgbmclassifier__subsample_freq': 2}",0.619072988811934,0.9911274284840141,0.9750921815034991,0.8803151745686728,0.8232230197548117,0.8577661586245864,0.13433297422549476,383
1.5950745582580566,0.4820013372496532,0.208402681350708,0.08975413854576955,gbdt,0.6027896879062057,0.23531620540790357,15,136,2.9369579240715895,0.44296273633465,111,65,4.536414333505556,1.8219368422378404,1.509986232069696,0.4841398814778748,8,"{'lgbmclassifier__boosting_type': 'gbdt', 'lgbmclassifier__colsample_bytree': 0.6027896879062057, 'lgbmclassifier__learning_rate': 0.23531620540790357, 'lgbmclassifier__max_depth': 15, 'lgbmclassifier__min_child_samples': 136, 'lgbmclassifier__min_child_weight': 2.9369579240715895, 'lgbmclassifier__min_split_gain': 0.44296273633465, 'lgbmclassifier__n_estimators': 111, 'lgbmclassifier__num_leaves': 65, 'lgbmclassifier__reg_alpha': 4.536414333505556, 'lgbmclassifier__reg_lambda': 1.8219368422378404, 'lgbmclassifier__scale_pos_weight': 1.509986232069696, 'lgbmclassifier__subsample': 0.4841398814778748, 'lgbmclassifier__subsample_freq': 8}",0.619072988811934,0.98810431599817,0.9683156478852191,0.8821727588319379,0.8216572624104481,0.855864594787542,0.1327140602595615,426
48.49829936027527,18.294715811691184,0.7905444145202637,0.3060716231895848,dart,0.9909473192675308,0.2204331168956942,5,79,9.546708123416437,0.5499695634232242,528,392,2.5763477586493595,3.717648506111834,1.1771260640336425,0.9288994746519195,3,"{'lgbmclassifier__boosting_type': 'dart', 'lgbmclassifier__colsample_bytree': 0.9909473192675308, 'lgbmclassifier__learning_rate': 0.2204331168956942, 'lgbmclassifier__max_depth': 5, 'lgbmclassifier__min_child_samples': 79, 'lgbmclassifier__min_child_weight': 9.546708123416437, 'lgbmclassifier__min_split_gain': 0.5499695634232242, 'lgbmclassifier__n_estimators': 528, 'lgbmclassifier__num_leaves': 392, 'lgbmclassifier__reg_alpha': 2.5763477586493595, 'lgbmclassifier__reg_lambda': 3.717648506111834, 'lgbmclassifier__scale_pos_weight': 1.1771260640336425, 'lgbmclassifier__subsample': 0.9288994746519195, 'lgbmclassifier__subsample_freq': 3}",0.619072988811934,0.994779671426378,0.9815923036133627,0.8808536668252566,0.8142237858893008,0.8581044833132463,0.1367541188620216,375
4.111453294754028,0.9228803455927516,0.2967040538787842,0.13532305421662294,gbdt,0.7658309329417633,0.1536403591504631,15,87,5.773744466044022,0.3885916941954649,530,725,5.761947255502257,6.209506007461639,1.147888734734119,0.7969489455620608,8,"{'lgbmclassifier__boosting_type': 'gbdt', 'lgbmclassifier__colsample_bytree': 0.7658309329417633, 'lgbmclassifier__learning_rate': 0.1536403591504631, 'lgbmclassifier__max_depth': 15, 'lgbmclassifier__min_child_samples': 87, 'lgbmclassifier__min_child_weight': 5.773744466044022, 'lgbmclassifier__min_split_gain': 0.3885916941954649, 'lgbmclassifier__n_estimators': 530, 'lgbmclassifier__num_leaves': 725, 'lgbmclassifier__reg_alpha': 5.761947255502257, 'lgbmclassifier__reg_lambda': 6.209506007461639, 'lgbmclassifier__scale_pos_weight': 1.147888734734119, 'lgbmclassifier__subsample': 0.7969489455620608, 'lgbmclassifier__subsample_freq': 8}",0.619072988811934,0.9932546374367621,0.9809235427706283,0.8898043254376931,0.8301306687163721,0.8626372326346778,0.13577247593006278,278
7.448877811431885,2.1041631278529906,0.8156506061553955,0.3346364575572303,gbdt,0.5130818504862057,0.02934748834157995,-1,20,4.702566653711993,0.4681831316465095,453,58,4.271511267169599,1.0213793859998885,0.9270354318686683,0.940317590896349,7,"{'lgbmclassifier__boosting_type': 'gbdt', 'lgbmclassifier__colsample_bytree': 0.5130818504862057, 'lgbmclassifier__learning_rate': 0.02934748834157995, 'lgbmclassifier__max_depth': -1, 'lgbmclassifier__min_child_samples': 20, 'lgbmclassifier__min_child_weight': 4.702566653711993, 'lgbmclassifier__min_split_gain': 0.4681831316465095, 'lgbmclassifier__n_estimators': 453, 'lgbmclassifier__num_leaves': 58, 'lgbmclassifier__reg_alpha': 4.271511267169599, 'lgbmclassifier__reg_lambda': 1.0213793859998885, 'lgbmclassifier__scale_pos_weight': 0.9270354318686683, 'lgbmclassifier__subsample': 0.940317590896349, 'lgbmclassifier__subsample_freq': 7}",0.619072988811934,0.9973830049261084,0.98976474182707,0.8959557552713446,0.8427623878267654,0.8689877757326446,0.1378004746228792,176
21.858753633499145,7.990359563266827,0.44590301513671876,0.16515434643738858,dart,0.8173777860184047,0.13421468914311507,15,160,4.859081024612301,0.7915268728248851,303,638,4.824876420997796,4.239143751515206,0.7098691893694437,0.6078507870523033,5,"{'lgbmclassifier__boosting_type': 'dart', 'lgbmclassifier__colsample_bytree': 0.8173777860184047, 'lgbmclassifier__learning_rate': 0.13421468914311507, 'lgbmclassifier__max_depth': 15, 'lgbmclassifier__min_child_samples': 160, 'lgbmclassifier__min_child_weight': 4.859081024612301, 'lgbmclassifier__min_split_gain': 0.7915268728248851, 'lgbmclassifier__n_estimators': 303, 'lgbmclassifier__num_leaves': 638, 'lgbmclassifier__reg_alpha': 4.824876420997796, 'lgbmclassifier__reg_lambda': 4.239143751515206, 'lgbmclassifier__scale_pos_weight': 0.7098691893694437, 'lgbmclassifier__subsample': 0.6078507870523033, 'lgbmclassifier__subsample_freq': 5}",0.619072988811934,0.9989207523897626,0.9943216697360344,0.9160952852194811,0.8665997993981945,0.8790020991110813,0.13912005653250945,70
43.0335795879364,16.658356347004055,0.7687256336212158,0.29575441632882005,dart,0.6910801114951319,0.0695778842686788,-1,161,8.090445909741721,0.5211307935038008,420,448,1.3668183808339487,6.137573803876393,0.5489502088824573,0.827221187744138,6,"{'lgbmclassifier__boosting_type': 'dart', 'lgbmclassifier__colsample_bytree': 0.6910801114951319, 'lgbmclassifier__learning_rate': 0.0695778842686788, 'lgbmclassifier__max_depth': -1, 'lgbmclassifier__min_child_samples': 161, 'lgbmclassifier__min_child_weight': 8.090445909741721, 'lgbmclassifier__min_split_gain': 0.5211307935038008, 'lgbmclassifier__n_estimators': 420, 'lgbmclassifier__num_leaves': 448, 'lgbmclassifier__reg_alpha': 1.3668183808339487, 'lgbmclassifier__reg_lambda': 6.137573803876393, 'lgbmclassifier__scale_pos_weight': 0.5489502088824573, 'lgbmclassifier__subsample': 0.827221187744138, 'lgbmclassifier__subsample_freq': 6}",0.619072988811934,0.9994600848438102,0.9967692307692307,0.9181071124964579,0.8708506921112754,0.8808520218065417,0.1396573681870968,61
