iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_randomforestclassifier__bootstrap,param_randomforestclassifier__class_weight,param_randomforestclassifier__criterion,param_randomforestclassifier__max_features,param_randomforestclassifier__min_samples_leaf,param_randomforestclassifier__min_samples_split,param_randomforestclassifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,20,0.6318450450897217,0.038616985582193716,0.04306316375732422,0.004451992411774523,True,,entropy,auto,4,8,132,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 8, 'randomforestclassifier__n_estimators': 132}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,2.1884270668029786,0.02610239145393511,0.18317394256591796,0.005875249746390869,False,balanced,entropy,sqrt,2,10,608,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 608}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.5709653854370118,0.013040566110129466,0.11133580207824707,0.00738447882262533,True,balanced,gini,auto,7,2,357,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 7, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 357}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,2.642168712615967,0.1271330677253171,0.18431382179260253,0.013110292435349896,True,,entropy,auto,4,19,590,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 19, 'randomforestclassifier__n_estimators': 590}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.063959789276123,0.02320201231188127,0.12137484550476074,0.03594673604354827,False,balanced,entropy,sqrt,6,6,324,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 6, 'randomforestclassifier__n_estimators': 324}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,0.9628740310668945,0.1606666839328121,0.07855229377746582,0.003587904374278942,False,balanced,entropy,sqrt,8,2,246,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 8, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 246}",1.0,0.6666666666666666,0.8571428571428571,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.4354801654815674,0.07779102841266033,0.0812161922454834,0.013315688078252107,True,balanced,entropy,sqrt,8,9,308,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 8, 'randomforestclassifier__min_samples_split': 9, 'randomforestclassifier__n_estimators': 308}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,2.3039687156677244,0.11863184672408303,0.16149539947509767,0.01164906308653166,True,balanced,entropy,auto,2,3,538,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 3, 'randomforestclassifier__n_estimators': 538}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,2.586230993270874,0.03195736749001209,0.166733455657959,0.0029946115675920423,True,,entropy,sqrt,3,11,620,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 3, 'randomforestclassifier__min_samples_split': 11, 'randomforestclassifier__n_estimators': 620}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.4969128131866456,0.026025379005830945,0.10223970413208008,0.008898500947486433,True,balanced,entropy,auto,1,18,360,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 18, 'randomforestclassifier__n_estimators': 360}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,3.160108137130737,0.10726121282744291,0.2763079643249512,0.06113320133899317,True,balanced,gini,auto,3,2,758,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 3, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 758}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,2.2667269706726074,0.04373025547491116,0.20038681030273436,0.016541125559155982,True,balanced,gini,auto,3,12,541,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 3, 'randomforestclassifier__min_samples_split': 12, 'randomforestclassifier__n_estimators': 541}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,2.098025417327881,0.10424491802331286,0.13959617614746095,0.0056322962175286,True,balanced,gini,auto,5,16,512,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 5, 'randomforestclassifier__min_samples_split': 16, 'randomforestclassifier__n_estimators': 512}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,0.35851640701293946,0.014228212825529161,0.03432316780090332,0.0008911904118336971,False,balanced,gini,auto,7,9,109,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 7, 'randomforestclassifier__min_samples_split': 9, 'randomforestclassifier__n_estimators': 109}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,3.327911949157715,0.05360612972421704,0.2581320285797119,0.005315436297574204,False,balanced,entropy,auto,7,5,953,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 7, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 953}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,3.195940399169922,0.08840082671710481,0.2665186882019043,0.003924222567960581,False,,entropy,auto,2,19,996,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 19, 'randomforestclassifier__n_estimators': 996}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,0.8608208656311035,0.09006864689147896,0.06564178466796874,0.0035462578877704775,True,,entropy,sqrt,4,19,217,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 19, 'randomforestclassifier__n_estimators': 217}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.5871628284454347,0.01392167859088436,0.1552506923675537,0.0026649320590979866,False,,gini,sqrt,7,4,581,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 7, 'randomforestclassifier__min_samples_split': 4, 'randomforestclassifier__n_estimators': 581}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,2.436076354980469,0.03738197072346445,0.20850844383239747,0.005963233267282688,False,balanced,gini,sqrt,3,13,805,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 3, 'randomforestclassifier__min_samples_split': 13, 'randomforestclassifier__n_estimators': 805}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,4.0759467601776125,0.08278587370744007,0.28205294609069825,0.04754890252589412,True,balanced,entropy,sqrt,2,9,997,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 9, 'randomforestclassifier__n_estimators': 997}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,3.583956813812256,0.029353197651589977,0.23369803428649902,0.0036851112394341084,True,,entropy,sqrt,4,19,865,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 19, 'randomforestclassifier__n_estimators': 865}",1.0,0.6666666666666666,0.8571428571428571,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,2.834076452255249,0.12030444925922634,0.24914321899414063,0.03592107177450789,False,balanced,gini,sqrt,3,4,852,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 3, 'randomforestclassifier__min_samples_split': 4, 'randomforestclassifier__n_estimators': 852}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,2.2941515922546385,0.05750874717185268,0.16664462089538573,0.006171338229272575,True,,entropy,sqrt,5,10,550,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 5, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 550}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.9079315185546875,0.07152099407307087,0.1395195484161377,0.012630462434600753,True,,gini,sqrt,2,12,457,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 12, 'randomforestclassifier__n_estimators': 457}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,2.0629976749420167,0.0715969321173381,0.19377217292785645,0.033348824293963734,False,balanced,gini,auto,2,13,577,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 13, 'randomforestclassifier__n_estimators': 577}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.9848949909210205,0.009834164714326086,0.18673262596130372,0.013866196503757759,False,,gini,sqrt,4,17,602,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 17, 'randomforestclassifier__n_estimators': 602}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,4.157815599441529,0.03505419053517793,0.28308892250061035,0.031338401614434776,True,,gini,sqrt,8,16,973,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 8, 'randomforestclassifier__min_samples_split': 16, 'randomforestclassifier__n_estimators': 973}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,0.569374418258667,0.004678169095633258,0.046908330917358396,0.006555583739872309,True,,gini,auto,9,19,136,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 9, 'randomforestclassifier__min_samples_split': 19, 'randomforestclassifier__n_estimators': 136}",0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,0.9142857142857143,0.06998542122237654,466,0.9600000000000001,1.0,1.0,1.0,1.0,0.992,0.01599999999999997
0,20,1.6773552894592285,0.06015794701183756,0.21285223960876465,0.004671156800298698,False,balanced,entropy,auto,1,3,450,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 3, 'randomforestclassifier__n_estimators': 450}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,0.8371679306030273,0.059734584613861615,0.07145118713378906,0.005060049939916603,False,,entropy,sqrt,7,9,238,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 7, 'randomforestclassifier__min_samples_split': 9, 'randomforestclassifier__n_estimators': 238}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,3.7597908973693848,0.04948190147241925,0.27105255126953126,0.026026799659128602,True,balanced,gini,auto,4,7,902,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 7, 'randomforestclassifier__n_estimators': 902}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.8836764812469482,0.01976749698148239,0.13616180419921875,0.012232762724299318,True,balanced,gini,sqrt,1,3,475,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 3, 'randomforestclassifier__n_estimators': 475}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,4.1279487133026125,0.0681431391805123,0.3085463523864746,0.05476103021720318,True,,entropy,auto,6,15,955,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 15, 'randomforestclassifier__n_estimators': 955}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.4659270286560058,0.014155839372366065,0.10475201606750488,0.012584633944358653,True,balanced,entropy,auto,6,16,347,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 16, 'randomforestclassifier__n_estimators': 347}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,2.5069128036499024,0.013409175885465903,0.2270303726196289,0.007626871713521366,False,,entropy,sqrt,2,3,777,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 3, 'randomforestclassifier__n_estimators': 777}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.3462599754333495,0.02813461144707349,0.11509904861450196,0.009925363688178987,False,balanced,gini,auto,6,17,385,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 17, 'randomforestclassifier__n_estimators': 385}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,2.5301748275756837,0.022522548801167726,0.25806503295898436,0.07276905962434736,False,balanced,gini,sqrt,3,5,744,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 3, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 744}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.812426996231079,0.015732243975929754,0.19644646644592284,0.05905832339548386,False,balanced,entropy,auto,8,14,498,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 8, 'randomforestclassifier__min_samples_split': 14, 'randomforestclassifier__n_estimators': 498}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,0.951662015914917,0.09807225045670269,0.05778412818908692,0.0033078685634210514,True,,gini,auto,7,8,181,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 7, 'randomforestclassifier__min_samples_split': 8, 'randomforestclassifier__n_estimators': 181}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,3.6205334186553957,0.021632271376340707,0.25561017990112306,0.02021610092765887,False,,entropy,auto,9,19,885,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 9, 'randomforestclassifier__min_samples_split': 19, 'randomforestclassifier__n_estimators': 885}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,3.027504014968872,0.05358281014568939,0.1904275894165039,0.011412230535419244,True,,gini,sqrt,3,14,595,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 3, 'randomforestclassifier__min_samples_split': 14, 'randomforestclassifier__n_estimators': 595}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.590355920791626,0.13182737978990336,0.23017630577087403,0.02691336848662586,True,balanced,gini,sqrt,9,7,367,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 9, 'randomforestclassifier__min_samples_split': 7, 'randomforestclassifier__n_estimators': 367}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.421269130706787,0.12261137463310746,0.16598825454711913,0.04846356445773446,False,balanced,entropy,auto,6,18,358,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 18, 'randomforestclassifier__n_estimators': 358}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,4.4510125637054445,0.09528220315634489,0.3890493869781494,0.10373338575011351,False,balanced,entropy,sqrt,4,17,982,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 17, 'randomforestclassifier__n_estimators': 982}",1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,0.9047619047619048,0.13127665478181164,509,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,2.064765739440918,0.013171447722222578,0.2430352210998535,0.008619301514855938,False,,entropy,auto,5,12,496,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 5, 'randomforestclassifier__min_samples_split': 12, 'randomforestclassifier__n_estimators': 496}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,3.7127801895141603,0.11097914750547139,0.25488924980163574,0.02164152107345564,True,balanced,gini,auto,5,4,794,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'auto', 'randomforestclassifier__min_samples_leaf': 5, 'randomforestclassifier__min_samples_split': 4, 'randomforestclassifier__n_estimators': 794}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,1.6001011371612548,0.11145662848065888,0.11702861785888671,0.005923079417463789,True,balanced,entropy,sqrt,5,10,379,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__class_weight': 'balanced', 'randomforestclassifier__criterion': 'entropy', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 5, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 379}",1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.16329931618554522,1527,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,0.9154191017150879,0.052752631356739216,0.0918846607208252,0.003980327255688813,False,,gini,sqrt,7,15,294,"{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__class_weight': None, 'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_features': 'sqrt', 'randomforestclassifier__min_samples_leaf': 7, 'randomforestclassifier__min_samples_split': 15, 'randomforestclassifier__n_estimators': 294}",1.0,0.8571428571428571,0.8571428571428571,1.0,1.0,0.9428571428571428,0.06998542122237654,232,1.0,1.0,1.0,1.0,1.0,1.0,0.0
